name,site,company,salary,eduBackground,techRequire
java工程师,天津·西青区·中北,一禾软件,6-11K,"5-10年
大专",Java数据库系统架构
Java工程师,天津·东丽区·军粮城,JNJE,7-12K·13薪,"1-3年
本科",JavaSQLSpringWeb端HTMLCSSJavaScript
Java开发-武清,天津,北京徙木科技有限公司,13-20K,"3-5年
本科",SQL微服务架构服务器配置容器技术SpringBoot
JAVA工程师,天津,华旭恒成,8-12K,"3-5年
大专",JavaSpringMySQL数据库Javascript后端开发
java工程师,天津·河西区·尖山,天演大数据,8-13K,"1-3年
本科",JavaSpringMyBatis计算机/软件工程相关经验
JAVA工程师,天津·西青区·精武镇,泰凡科技,10-15K,"1-3年
本科",分布式技术MVC开发负载均衡技术SpringOracle
Java工程师,天津·东丽区·华明,天财商龙,11-18K·13薪,"3-5年
大专",CSS多线程架构师SpringSpringMVC
java实习生,天津·西青区·侯台,谦迪智慧,50-60元/天,"4天/周
6个月
大专",后端开发
JAVA工程师,天津·武清区·体育中心,利泽林,8-13K,"3-5年
大专",后端开发Java
JAVA程序员,天津·南开区·天拖,爱德科技,4-6K,"1-3年
本科",Java
java工程师,天津·南开区·时代奥城,云创科技,10-15K,"1-3年
本科",中级软件工程师
Java工程师,天津·西青区·侯台,和智聚成,6-11K,"1-3年
大专",Java
java开发工程师,天津·南开区·海光寺,芯帕斯科技,9-14K·13薪,"3-5年
大专",JavaMVC开发Spring后端开发Linux
Java开发实习生,天津·南开区·万兴街,网博互动,4-5K,"在校/应届
大专",SpringMySQL
Java开发工程师,天津·红桥区·水游城,东方,8-13K,"1-3年
大专",HTML后端开发
java开发工程师,天津·西青区·侯台,伟仕佳杰,10-15K,"1-3年
本科",后端工程师JavaSpringJavaScriptJava开发经验
Java开发工程师,天津·西青区·中北,微包,10-11K,"3-5年
本科",分布式技术多线程服务器配置MVC开发Spring
java开发工程师,天津·南开区·时代奥城,华研数能,8-12K,"3-5年
本科",后端工程师JavaSpringJava开发经验无留学背景偏好
JAVA开发工程师,天津·滨海新区·开发区,上海正圆计算机,13-17K·13薪,"3-5年
本科",SQL容器技术分布式技术SpringBootSpringNoSQL
Java开发（消防训练项目）,天津·西青区·张家窝,天津市嘉盛河滨科技,7-12K,"3-5年
本科",消防训练项目
JAVA开发工程师,天津,有谦软联,6-10K,"1-3年
大专",SQL分布式技术多线程MVC开发SpringEhcache
java开发工程师,天津·西青区·侯台,信必优Symbio,15-17K,"3-5年
本科",后端工程师Java
Java高级工程师,天津·滨海新区,滨中科讯,10-15K,"3-5年
本科",HTML5JavaJavascriptOPCDCS工控
Java开发工程师,天津·南开区·海光寺,信唐普华,6-10K·13薪,"3-5年
大专",分布式技术多线程SpringRedisMySQL
JAVA开发--电子银行,天津·南开区·兴南街,弘创智融,12-15K,"5-10年
大专",SQLShellCSSSpring电子银行javascript
java开发工程师,天津,奇点纪元,5-10K,"1-3年
本科",SQL服务器配置网络协议多线程架构师SpringBoot
JAVA开发工程师,天津·和平区·小白楼,中宇万通,8-12K,"3-5年
大专",MVC开发SpringLinux软件工程师计算机软件
java开发工程师,天津·北辰区·宜兴埠,玛斯特轻量化科技,12-18K,"1-3年
大专",JavaSpringJava开发经验
java开发工程师,天津,鲲鹏信息,11-20K·14薪,"3-5年
本科",后端工程师JavaSpringJavaScript
Java开发/项目管理,天津·东丽区·空港,云建,9-12K,"3-5年
本科",JavaMySQL架构师
Java开发工程师,天津·滨海新区·泰达MSD,荣程集团,11-18K,"3-5年
本科",SQL服务器配置分布式技术多线程LinuxSpring
JAVA高级工程师,天津·滨海新区·开发区一二三大街,金鸿科技,15-25K,"3-5年
本科",Java
Java 500强大厂稳定 非外包,西安·雁塔区·绿地世纪城,成功,18-35K·14薪,"1-3年
本科",后端工程师JavaSpringPython
Java,西安·雁塔区·高新路,云犀,10-15K,"3-5年
本科",SQLMVC开发服务器配置分布式技术消息队列
Java,西安·雁塔区·唐延路南段,腾讯,12-24K·16薪,"3-5年
本科",微服务架构容器技术JavaPython
Java,西安·雁塔区·绿地世纪城,上海贺讯,6-8K,"3-5年
大专",MySQLMavenMySQL多线程Spring
Java,西安·雁塔区·科技路西口,博通网络,8-10K,"3-5年
大专",JavaHTMLCSSSpringHibernateJQueryDubbo
Java,西安·雁塔区·高新路,中软安全,8-12K,"3-5年
本科",分布式技术软件工程师NoSQLJavaMySQL
Java,西安·雁塔区·长延堡,卓越耐特,10-15K,"3-5年
大专",Java
Java,西安·未央区·文景路,沈阳新松机器人,8-10K,"1-3年
本科",Java数据库Javascript
Java,西安·雁塔区·电子城,陕西雒佺软件技术,2-3K,"1年以内
大专",JavaMyBatisMySQL
Java,西安·雁塔区·沣惠南路,诸子信息,8-12K,"3-5年
本科",Java全栈系统集成
Java,西安·长安区·航天城,中煤地下空间,7-12K,"3-5年
本科",Java网络协议Spring大数据
Java,西安,二熊科技,15-20K·13薪,"3-5年
本科",后端工程师JavaSpringPython
Java,西安·碑林区·建工路,陕西腾铁智能科技,7-9K,"1-3年
大专",后端开发
Java,西安·长安区·航天城,星空数据,15-20K·13薪,"3-5年
本科",SpringSpringBootSpringMVC
Java,西安·长安区·紫薇田园都市,比亚迪汽车有限公司,15-25K,"5-10年
本科",HTMLSQL容器技术微服务架构高级软件工程师
Java,西安·雁塔区·高新软件园,浙江大华,14-20K·13薪,"3-5年
本科",JavaSQLSpringSSHMybatisMySQL后端开发
Java,西安·未央区·张家堡,斯普润网络科技,10-15K,"5-10年
大专",Java开发经验JavaMySQLSpring后端工程师
Java,西安·雁塔区·高新软件园,阿里云,30-60K·16薪,"经验不限
本科",分布式技术计算机软件Java
Java,西安·雁塔区·科技路西口,神玥软件,5-10K,"1-3年
本科",JavaSpringMybatis分布式技术MySQLWeb端
Java,西安·长安区·紫薇田园都市,华为云计算,20-30K·16薪,"1-3年
本科",JavaSpringMySQL计算机/软件工程相关经验
Java,西安·雁塔区·高新软件园,华为技术有限公司,15-30K,"经验不限
本科",JavaJavaScriptPythonShell英语云计算MySQL
Java,西安·雁塔区·高新路,星逸科技,12-15K·13薪,"3-5年
大专",微服务架构SpringBootRedis后端开发Linux
Java,西安·未央区·三桥,西安智梦源,7-12K·13薪,"3-5年
大专",SQLSpringSpringBootSpringMVCHibernate
Java,西安·雁塔区·唐延路,宇立电子,12-18K,"5-10年
本科",后端开发JavaJavascript
Java,西安·雁塔区·丈八,佳帮手,15-25K,"经验不限
本科",Java中间件数据库
Java,西安·雁塔区·高新软件园,华为科技有限公司,15-25K,"3-5年
本科",后端工程师JavaSpringMyBatis
Java,西安·雁塔区·高新路,步长制药,6-12K,"1-3年
本科",数据库.NETJava
Java,西安·雁塔区·高新软件园,深圳华为技术有限...,15-30K,"3-5年
本科",JavaJavaScriptMySQLJava开发经验
Java,西安·雁塔区·科技路西口,优能科技,6-9K,"1-3年
本科",SpringBootSpringIDEAMySQL
Java,西安·莲湖区·丰禾路,中安达远,4-9K,"经验不限
本科",Java后端开发Web前端
Java,西安·雁塔区·玫瑰大楼,西安开驰曼,5-8K,"1-3年
本科",JavaMVC开发Spring后端开发
Java,西安·雁塔区·枫林绿洲,易营信息科技有限公司,10-15K,"3-5年
本科",RedisMongoDBNoSQL
JAVA,西安·灞桥区,新亿浩,3-5K,"1-3年
大专",Java
Java,西安·雁塔区·电视塔,方元资产,10-15K,"5-10年
本科",JavaJavascript
Java,西安·雁塔区·曲江新区,中华通信西安分公司,10-15K,"3-5年
本科",Socket技术网络编程数据结构
Java,西安,薇沐科技,14-20K,"1-3年
本科",SQL消息队列数据结构多线程SpringBootSpring
Java,西安·雁塔区·高新软件园,民生科技,20-35K,"3-5年
本科",Java开发经验Java微服务架构分布式技术多线程
Java,西安·雁塔区·高新路,企易共创,5-10K,"1-3年
本科",SQLPostgreSQLSSHSpringBootSpringCloud
Java,西安·未央区·未央路沿线,北京斑马飞扬传媒...,8-9K,"经验不限
学历不限",音视频编解码音视频开发客户端开发Android
Java,西安·雁塔区·科技二路,陕西锐锋,15-30K,"5-10年
本科",架构师高级软件工程师后端开发企业级应用开发
Java,西安·雁塔区·长延堡,西安铭未网络科技,10-14K,"5-10年
学历不限",Java开发经验Java后端工程师
Java,西安·雁塔区·丈八,洞悉未来,3-4K,"1-3年
学历不限",JavaSpringMyBatisJava开发经验全栈工程师
Java,西安·雁塔区·光华路,锦华科技,6-10K,"3-5年
本科",JavaJS后端开发
Java,西安,翔飞电子,11-16K,"5-10年
本科",SQLSpringBootMySQLWindows数据结构
Java,西安·雁塔区·电子城,乐码千程,6-10K,"3-5年
大专",多线程
Java,西安·雁塔区·枫林绿洲,摩宝科技,7-12K,"1-3年
大专",SQL服务器配置数据结构微服务架构
Java,西安·雁塔区·紫薇田园都市,百想科技,10-15K,"3-5年
本科",Java
Java,西安·雁塔区·高新软件园,华润数科,9-12K,"1-3年
本科",后端工程师Java
Java,西安·碑林区·太乙路,西安峰华,7-10K,"1-3年
大专",HTMLSQL中级软件工程师后端开发SSMOracle
Java,西安·雁塔区·科技路西口,中能瑞通,7-12K,"3-5年
本科",SQL分布式技术MVC开发微服务架构Spring
Java,西安·雁塔区·绿地世纪城,西安企凡技术,4-7K,"1-3年
大专",全栈工程师JavaWeb前端
Java,西安·雁塔区·高新软件园,爱铭网络,8-13K,"3-5年
大专",后端工程师Java
Java,西安·雁塔区·长延堡,兴唐数据所,15-16K,"在校/应届
硕士",后端工程师全栈工程师JavaC/C++Python
Java,西安·雁塔区·绿地世纪城,西安维恩智联数据...,15-25K,"5-10年
本科",后端工程师Java
Java,西安·雁塔区·紫薇田园都市,诺诚信息,8-12K,"5-10年
本科",JavaHTML/CSSJS
Java,西安,西安研展,6-8K,"1-3年
大专",SpringMVCSpringBootVuejQuery软件工程师
Java,西安·雁塔区·高新路,安维泰科技,14-20K·13薪,"3-5年
本科",RedisJenkinsSpringCloud后端开发容器技术
Java,西安·雁塔区·绿地世纪城,西安美意科技有限公司,8-13K,"1-3年
本科",SQL分布式技术服务器配置微服务架构容器技术
Java,西安·未央区·辛家庙,诺达通,25-30K·16薪,"10年以上
本科",网络协议后端开发MySQLRedisSocket技术
Java,西安·新城区·建工路,医个朋友,6-9K,"3-5年
大专",JavaRedisMySQLMongoDB
Java,西安·新城区·长乐西路,西安百胜运筹,8-13K,"1-3年
本科",CSSSpringHibernateSQLSQL ServerPHP
Java,西安·雁塔区·科技路西口,长源信和,5-10K,"3-5年
本科",Java
Java,西安·长安区·三森,浩泉汇网络科技,10-15K,"3-5年
本科",后端开发JavaJavaScriptSQLHTMLCSS
Java,西安·雁塔区·高新软件园,善思乐学教育咨询...,8-12K,"1-3年
本科",SQLHTMLCSS
Java,西安·未央区·文景路,景安云创电子,6-8K,"1-3年
本科",数据结构文件管理系统负载均衡技术MVC开发
Java,西安·雁塔区·曲江新区,西安华英科技,5-8K,"3-5年
本科",JavaJavaScriptMySQLSQL Server
Java,西安·未央区·辛家庙,查阿数智,10-15K,"5-10年
本科",SQL服务器配置网络协议SpringBootOracle
Java,西安·雁塔区·绿地世纪城,奇安信集团,16-26K·14薪,"3-5年
本科",Java微服务架构SpringCloudPostgreSQL
Java,西安·雁塔区·高新软件园,软通动力,9-14K,"1-3年
本科",JavaHTML/CSSJavascript
Java,西安·雁塔区·绿地世纪城,西安汉德,10-15K·14薪,"5-10年
本科",解决方案Java系统架构
Java,西安·雁塔区·建工路,天宇星控,9-14K·16薪,"3-5年
本科",多线程微服务架构LinuxSpringBootSpringCloud
Java,西安·雁塔区·高新软件园,中软国际,10-15K,"3-5年
本科",LinuxJava
Java,西安·未央区·未央路沿线,点光,7-12K,"3-5年
学历不限",JavaSpringMyBatis计算机/软件工程相关经验
Java,西安·雁塔区·徐家庄,军地联合,12-18K,"5-10年
本科",Java系统架构移动开发
Java,西安·碑林区·东大街,锦润科技,13-26K,"3-5年
本科",分布式技术容器技术SpringBootSpringCloudMySQL
Java,西安·雁塔区·高新路,梦创双杨,7-9K,"1-3年
本科",服务器端开发WEB开发SpringMVCSpringIDEA
Java,西安·雁塔区·科技路西口,北京易联达,15-18K,"5-10年
本科",后端开发SpringSpringBootSpringCloud
Java,西安·碑林区·交大,中恒博瑞,10-15K·13薪,"3-5年
本科",Java分布式技术服务器配置SpringMySQLRedis
Java,西安·雁塔区·高新软件园,臻观智能,7-12K,"1-3年
本科",Java分布式技术软件工程师PostgreSQL大数据
Java,西安·未央区·经济技术开发区,长安银科,11-22K·13薪,"3-5年
本科",数据库后端开发数据采集
Java,西安·雁塔区·科技二路,坚果未来,7-12K,"经验不限
大专",后端开发SpringBootMySQLRedisOracle
Java,西安·长安区·高新软件园,华为终端有限公司,12-24K·16薪,"经验不限
本科",Java开发经验JavaC/C++JavaScript后端工程师
Java,西安·雁塔区·绿地世纪城,西安数柏,10-15K,"5-10年
本科",Java系统架构企业软件
Java,西安·碑林区·太乙路,伟鹏智能,9-14K·13薪,"5-10年
大专",JavaJavascript数据库
Java,西安·雁塔区·玫瑰大楼,东雅科技,10-15K,"3-5年
学历不限",Java
Java,西安·灞桥区·田洪正街,恩科机电,8-12K,"1-3年
大专",SQL软件工程师后端开发
Java,西安·碑林区·李家街村,西科节能,10-15K·13薪,"3-5年
本科",LinuxSpringBootIDEAPostgreSQLMySQL物联网
Java,西安·雁塔区·枫林绿洲,西安新知觉网络科技,11-18K,"3-5年
本科",后端工程师全栈工程师架构师JavaMySQLRedis
Java,西安·雁塔区·绿地世纪城,西安林海网络,9-11K,"经验不限
大专",Java后端工程师后端开发
java,西安·雁塔区·朱雀大街,锂煜,10-13K,"3-5年
大专",Java后端开发
Java,西安·雁塔区·沣惠南路,西安壹零,6-11K,"1-3年
本科",Java大数据处理经验SpringCloudSpringMVC
Java,西安·雁塔区·高新路,创云图,7-12K,"1-3年
大专",SpringBootSpringSpringMVCHibernateEclipseSVN
Java,西安·雁塔区·高新软件园,西安曲江新区八龟...,15-30K·13薪,"5-10年
大专",分布式技术多线程微服务架构SpringHibernate
Java 后端工程师,西安·雁塔区·高新软件园,华为,20-40K·14薪,"3-5年
本科",Java分布式系统开发经验后端工程师无留学背景偏好
JAVA 工程师,西安·雁塔区·高新软件园,北京瑞风协同,10-15K,"3-5年
本科",全栈工程师MySQL分布式技术SpringMVCHTML
JAVA 高级工程师,西安·雁塔区·高新软件园,格尔软件,11-22K,"3-5年
本科",分布式技术微服务架构SpringNetty
JAVA 中级开发工程师,西安·雁塔区·丈八,合智网络,11-20K,"3-5年
大专",Java后端开发HTMLCSS
java web中级开发工程师,西安·雁塔区·高新软件园,优炫软件,10-11K,"3-5年
本科",CSSMVC开发服务器配置网络协议SpringHibernate
AI开发平台工程师 java,西安·雁塔区·丈八,西安华为,15-25K·15薪,"经验不限
本科",Python人工智能Java容器技术SpringBoot
Java,西安·雁塔区·高新软件园,华为技术有限公司,10-15K,"1-3年
本科",JavaC/C++Python
Java,西安·雁塔区·沣惠南路,诸子信息,10-15K,"3-5年
本科",JavaWeb前端系统架构
Java,西安,华为技术有限公司,15-25K,"1-3年
本科",JavaPythonShell
Java,西安·雁塔区·高新软件园,西安华为云计算公司,11-20K,"1-3年
本科",JavaJavaScriptPython
Java,西安·雁塔区·紫薇田园都市,上海华为技术有限公司,20-30K·14薪,"经验不限
本科",后端工程师全栈工程师JavaC/C++Python
Java,西安·长安区·紫薇田园都市,华为科技有限公司,15-30K,"1-3年
本科",Java开发经验JavaRedis后端工程师Spring
java,西安·雁塔区·绿地世纪城,上海贺讯,6-8K,"1-3年
大专",Java开发经验PowerShellinfra
Java,西安·雁塔区·唐延路南段,腾讯,15-30K·16薪,"3-5年
本科",SpringRedisMySQL后端开发LinuxGIT
Java,西安,卫宁健康,12-18K·14薪,"3-5年
本科",全栈工程师多线程计算机软件互联网医疗SpringBoot
Java,西安,奥枫软件,4-7K,"经验不限
大专",AndroidC#Java
Java,西安·雁塔区·丈八,华为,15-30K·14薪,"1-3年
本科",JavaSpringPython
Java,西安·雁塔区·文艺路,民生科技,20-40K,"5-10年
本科",后端工程师全栈工程师架构师JavaSpringMySQL
Java,西安·雁塔区·丈八,赋汇通,8-13K,"3-5年
大专",SQLSpringBootMySQLRedis后端开发
Java,西安·雁塔区·绿地世纪城,阿里巴巴集团,15-30K,"1-3年
本科",SpringMVCSpring后端开发高级软件工程师
Java,西安·灞桥区,新亿浩,4-7K,"3-5年
本科",Java后端开发前端开发
Java,西安·雁塔区·高新路,梦创双杨,9-12K,"3-5年
本科",MVC开发中级软件工程师后端开发SpringBootSpring
Java,西安·雁塔区·三森,维萨里数字科技,15-20K,"5-10年
本科",SQL微服务架构SpringCloudNoSQLMySQL
Java 软件开发工程师,西安·雁塔区·高新软件园,华为,15-25K·14薪,"3-5年
本科",Java开发经验Java分布式系统开发经验MyBatis
Java / 大数据开发,西安·雁塔区·高新软件园,华为,15-30K·14薪,"3-5年
本科",MVC开发分布式技术容器技术微服务架构Spring
Java,西安·雁塔区·高新软件园,西安华为云计算公司,15-30K,"1-3年
本科",后端工程师JavaMySQL计算机/软件工程相关经验
Java,西安·雁塔区·高新软件园,华为技术有限公司,15-30K·14薪,"经验不限
本科",JavaMVC开发服务器配置网络协议Socket技术
Java,西安·雁塔区·高新软件园,华为,15-25K·16薪,"经验不限
本科",Android
Java,西安·雁塔区·科技路西口,上海华为技术有限公司,22-23K,"3-5年
本科",Java开发经验Java分布式系统开发经验MyBatis
Java,西安,卫宁健康,13-26K·14薪,"5-10年
本科",SSMSpringBoot全栈开发架构师高级软件工程师
Java,西安·雁塔区·高新软件园,华为,18-30K·14薪,"3-5年
本科",后端工程师JavaJavaScriptPythonJava开发经验
Java,西安·雁塔区·高新软件园,华为科技有限公司,11-22K,"1-3年
本科",Java计算机/软件工程相关经验Java开发经验
java,西安·雁塔区·绿地世纪城,上海贺讯,6-8K,"1-3年
大专",Java
Java 高级开发工程师,西安·雁塔区·高新软件园,华为,25-50K,"1-3年
本科",后端工程师JavaC/C++JavaScript
JAVA 开发工程师,西安·雁塔区·高新软件园,华为,10-15K,"经验不限
本科",JavaJavaScriptSpring
Java,西安·雁塔区·电子城,华为,10-16K,"1-3年
本科",JavaJavascriptC/C++
Java,西安·雁塔区·高新软件园,西安华为云计算公司,15-16K,"经验不限
本科",MySQL
Java,西安·雁塔区·高新软件园,华为技术有限公司,30-60K,"3-5年
本科",Java开发经验全栈工程师Java分布式系统开发经验
Java,西安·雁塔区·紫薇田园都市,上海华为技术有限公司,20-30K·14薪,"经验不限
本科",后端工程师全栈工程师JavaC/C++Python
Java 开发工程师,西安·雁塔区·高新软件园,华为,14-28K,"1-3年
本科",Java
软件开发工程师（ java ),西安·雁塔区·高新软件园,华为技术有限公司,15-30K,"1-3年
本科",JavaSpringJavaScript计算机/软件工程相关经验
Java,西安·长安区·高新软件园,华为云计算,15-26K,"经验不限
本科",JavaSpringPython
Java,西安·雁塔区·高新软件园,华为技术有限公司,11-22K·14薪,"经验不限
本科",人工智能软件工程师视觉图像算法互联网 Java
Java,西安·雁塔区,华为技术有限公司,13-26K,"经验不限
本科",C/C++JavaJavascript
JAVA 高级软件开发工程师,西安·雁塔区·高新软件园,华为,20-40K,"3-5年
本科",HadoopJava数据库
软件开发工程师（ java ),西安·雁塔区·高新软件园,华为,15-30K·14薪,"1-3年
本科",Java开发经验JavaMyBatis后端工程师Spring
Java,西安·雁塔区·高新软件园,西安华为云计算公司,18-25K·16薪,"经验不限
本科",后端工程师Java计算机/软件工程相关经验Java开发经验
Java,西安·雁塔区·高新软件园,华为技术有限公司,11-22K·14薪,"经验不限
本科",计算机软件多进程算法基础SpringBootSpringRedis
Java,西安·雁塔区·高新软件园,华为,15-20K·13薪,"1-3年
本科",JavaJavaScriptSQLC#多线程分布式技术
Java 开发工程师-OD,西安·雁塔区·高新软件园,CloudBU,15-30K,"1-3年
本科",JavaRedisMongoDB
Java,西安·雁塔区·高新软件园,华为,17-30K,"3-5年
本科",JavaPythonShell微服务架构容器技术Spring
Java,西安·雁塔区·高新软件园,华为云计算,10-15K·16薪,"1-3年
本科",后端工程师全栈工程师JavaPythonMySQL
Java,西安·雁塔区,华为技术有限公司,15-20K,"5-10年
本科",数据库JavaWeb前端
java 初级开发工程师,西安·雁塔区·高新软件园,华为技术有限公司,13-20K·15薪,"经验不限
本科",消息队列数据结构多线程NoSQL
Java,西安·雁塔区·高新软件园,西安华为,30-60K·14薪,"3-5年
硕士",架构师云计算JavaSpring
Java,西安·雁塔区·高新软件园,西安华为云计算公司,15-30K,"3-5年
本科",Java开发经验Java大数据处理经验后端工程师
Java,西安·雁塔区·绿地世纪城,华为,12-24K·16薪,"经验不限
本科",数据库后端开发Java
工作地南京 | OD模式 | Java,西安·长安区·韦曲,华为技术有限公司,15-30K,"经验不限
本科",分布式技术JavaSpring微服务架构负载均衡技术
Java,西安·雁塔区·高新软件园,华为,12-24K,"1-3年
本科",软件工程师智能驾驶Java分布式技术容器技术
Java,西安·长安区·高新软件园,华为云计算,15-25K·16薪,"1-3年
本科",多线程分布式技术MVC开发后端开发
软件开发工程师 ( java ),西安·雁塔区·高新软件园,华为技术有限公司,15-30K·14薪,"3-5年
本科",后端工程师JavaRedis计算机/软件工程相关经验
Java,西安·雁塔区·高新软件园,华为,11-20K,"1-3年
本科",JavaSpringMySQL计算机/软件工程相关经验
Java,西安,西安华为云计算公司,15-25K·16薪,"1-3年
本科",微服务架构SpringBootSpringCloudMySQLRedis
python / java / c++ 软件开发工程师（OD）,西安·雁塔区·高新软件园,CloudBU,15-30K·14薪,"经验不限
本科",PythonMySQL微服务架构SpringBootDubbo
Java,西安·雁塔区·高新软件园,华为,15-20K,"1-3年
本科",Java软件工程师计算机软件大数据分布式技术
Java,西安·雁塔区·高新软件园,华为云计算,18-20K·13薪,"经验不限
本科",后端工程师全栈工程师架构师JavaC/C++Python
Java,西安·雁塔区·高新软件园,华为技术有限公司,15-16K,"3-5年
本科",Java
Java,西安·雁塔区·高新软件园,华为,15-20K,"1-3年
本科",GIT多线程分布式技术SpringMySQL
Java,西安·雁塔区·高新软件园,华为云计算,18-20K·13薪,"经验不限
本科",后端工程师全栈工程师架构师JavaC/C++Python
Java,西安·雁塔区·高新软件园,华为,20-40K,"5-10年
本科",JavaSpring计算机/软件工程相关经验Java开发经验
Java,西安·雁塔区·丈八,西安华为,15-30K,"1-3年
本科",JavaJavaScriptPythonShell微服务架构容器技术
java,西安·雁塔区·高新软件园,西安华为云计算公司,14-24K·13薪,"1-3年
本科",后端工程师Java
Java,西安·雁塔区·丈八,深圳华为,12-24K,"3-5年
本科",JavaC/C++Python
Java,西安·雁塔区·高新软件园,西安华为,13-26K,"经验不限
本科",JavaJavaScript人工智能C语言HTML
Java,西安·雁塔区·高新软件园,华为,20-25K,"3-5年
本科",Java开发经验JavaMyBatis后端工程师Spring
Java,西安·雁塔区·高新软件园,华为,20-40K,"1-3年
本科",JavaSpringMyBatis计算机/软件工程相关经验
Java,西安·雁塔区·高新软件园,华为技术有限公司,20-30K·16薪,"3-5年
本科",后端工程师JavaSpringMyBatis
Java,西安·雁塔区·丈八,西安华为,14-16K·16薪,"1-3年
本科",JavaC/C++JavaScript计算机/软件工程相关经验
Java,西安·雁塔区·高新软件园,华为,15-30K,"经验不限
本科",后端开发
Java,西安·雁塔区·高新软件园,西安华为,40-70K·16薪,"3-5年
本科",架构师后端开发高级软件工程师GIT计算机软件
Java,西安·雁塔区·高新软件园,华为技术有限公司,15-30K·14薪,"3-5年
本科",Java全栈工程师SpringCloud软件工程师SpringBoot
Java,西安·雁塔区·高新软件园,华为,19-30K·14薪,"1年以内
本科",多线程SQLSpringSpringMVC
Java,西安·雁塔区·高新软件园,华为,15-30K·14薪,"5-10年
本科",Java
Java,西安·雁塔区·高新软件园,华为,15-22K,"1-3年
本科",Java微服务架构多线程计算机软件大数据
Java,西安·雁塔区·高新软件园,华为,150-300元/天,"5天/周
2个月
本科",分布式技术多进程网络编程后端开发WEB开发
Java,西安·雁塔区·高新软件园,华为,12-18K,"3-5年
本科",Java服务器配置分布式技术SpringBoot后端工程师
Java,西安·雁塔区·高新软件园,华为,15-20K,"1-3年
本科",软件工程师高级软件工程师中级软件工程师
Java,西安·长安区·高新软件园,华为,13-24K,"经验不限
本科",Java开发经验JavaC/C++全栈工程师ShellGIT
Java,西安·长安区·高新软件园,华为,15-20K·14薪,"1-3年
本科",Java分布式技术计算机软件云计算SpringMySQL
Java,西安·长安区·高新软件园,华为,15-30K·14薪,"1-3年
本科",JavaSpringC/C++
Java,西安·雁塔区·高新软件园,华为技术有限公司,15-30K,"经验不限
本科",服务器端开发微服务架构中级软件工程师软件工程师
Java,西安·雁塔区·高新软件园,华为,13-26K·14薪,"1-3年
本科",SQLHTMLCSSSSH全栈开发WEB开发Windows
Java,西安·雁塔区·高新软件园,华为,25-45K·16薪,"1-3年
本科",后端工程师JavaSpringMyBatis
Java,西安·雁塔区·高新软件园,西安华为,13-26K,"5-10年
本科",JavaJavaScriptShellSpringHibernateMVC开发
Java,西安·雁塔区·高新软件园,华为,20-40K,"经验不限
本科",后端工程师JavaSpringMyBatis
Java,西安·雁塔区·高新软件园,西安华为云计算技术,16-30K,"1-3年
本科",Java开发经验Java后端工程师计算机/软件工程相关经验
Java,西安·雁塔区·高新软件园,华为技术有限公司,25-50K,"3-5年
本科",后端工程师全栈工程师架构师JavaC/C++
Java,西安·雁塔区·高新软件园,华为,15-20K·14薪,"1-3年
本科",后端开发JDK
Java,西安·雁塔区·高新软件园,华为,12-24K·14薪,"经验不限
本科",PythonShell分布式技术数据结构MySQL
Java,西安·雁塔区·高新软件园,华为,12-24K,"1-3年
本科",JavaSQL分布式技术容器技术SpringHadoop
Java,西安·雁塔区·高新软件园,华为技术有限公司,12-20K·16薪,"3-5年
本科",多线程PythonShellSQL负载均衡技术
Java,西安·雁塔区·高新软件园,华为,15-30K,"3-5年
本科",Java分布式技术MVC开发RedisOracleHBase
Java,西安·雁塔区·高新软件园,CloudBU,13-23K,"3-5年
本科",后端工程师JavaSpringMyBatis
Java,西安·雁塔区·高新软件园,西安华为,25-50K,"3-5年
本科",后端工程师JavaSpringMyBatis
Java,西安·雁塔区·高新软件园,华为技术有限公司,25-40K,"5-10年
本科",JavaSpringMyBatisJava开发经验
java,西安·雁塔区·鱼化寨,西安华为,12-24K,"经验不限
本科",全栈工程师架构师后端工程师Java微服务
Java,西安·雁塔区·紫薇田园都市,华为技术有限公司,20-40K·15薪,"1-3年
本科",后端工程师架构师Java计算机/软件工程相关经验
Java,西安·雁塔区·高新软件园,华为,15-30K,"经验不限
本科",微服务架构LinuxMVC开发Socket技术网络交换技术
Java,西安·雁塔区·高新软件园,华为技术有限公司,18-30K,"1-3年
本科",Linux大数据JavaSQLDubboHibernate容器技术
Java,西安·长安区·紫薇田园都市,华为,20-21K,"3-5年
本科",后端工程师JavaSpringMySQL
Java,西安·雁塔区·高新软件园,华为,20-40K,"经验不限
本科",后端工程师全栈工程师架构师JavaJavaScript
Java,西安·雁塔区·丈八,华为,14-28K,"1-3年
本科",JavaC语言
Java,西安·雁塔区·高新软件园,华为,25-30K,"3-5年
本科",JavaPython计算机/软件工程相关经验
Java,西安·雁塔区·高新软件园,华为,16-25K·13薪,"3-5年
本科",SQLSpringBootSpringCloudIDEAMySQLRedis
Java,西安·雁塔区·高新软件园,华为技术有限公司,10-15K,"1-3年
本科",JavaJavaScript
Java,西安·雁塔区·绿地世纪城,西安华为,14-18K,"3-5年
本科",JavaPythonSpringMybatisSpringBootRedis
Java,西安·雁塔区·紫薇田园都市,华为技术有限公司,15-25K·15薪,"3-5年
本科",Java
工作名,地址,公司,薪水,学历要求,技术要求
Java 开发,苏州·虎丘区·木渎东区,云学堂,8-15K,"经验不限
学历不限",Java后端开发数据库
