,name,site,company,salary,eduBackground,experience,techRequire
2028,Java,西安·雁塔区·枫林绿洲,摩宝科技,9500.0,大专,1-3年,SQL服务器配置数据结构微服务架构
2029,Java,西安·雁塔区·紫薇田园都市,百想科技,12500.0,本科,3-5年,Java
2030,Java,西安·雁塔区·高新软件园,华润数科,10500.0,本科,1-3年,后端工程师Java
2031,Java,西安·碑林区·太乙路,西安峰华,8500.0,大专,1-3年,HTMLSQL中级软件工程师后端开发SSMOracle
2032,Java,西安·雁塔区·科技路西口,中能瑞通,9500.0,本科,3-5年,SQL分布式技术MVC开发微服务架构Spring
2033,Java,西安·雁塔区·绿地世纪城,西安企凡技术,5500.0,大专,1-3年,全栈工程师JavaWeb前端
2034,Java,西安·雁塔区·高新软件园,爱铭网络,10500.0,大专,3-5年,后端工程师Java
2035,Java,西安·雁塔区·长延堡,兴唐数据所,15500.0,硕士,在校/应届,后端工程师全栈工程师JavaC/C++Python
2036,Java,西安·雁塔区·绿地世纪城,西安维恩智联数据...,20000.0,本科,5-10年,后端工程师Java
2037,Java,西安·雁塔区·紫薇田园都市,诺诚信息,10000.0,本科,5-10年,JavaHTML/CSSJS
2038,Java,西安,西安研展,7000.0,大专,1-3年,SpringMVCSpringBootVuejQuery软件工程师
2039,Java,西安·雁塔区·高新路,安维泰科技,14571.0,本科,3-5年,RedisJenkinsSpringCloud后端开发容器技术
2040,Java,西安·雁塔区·绿地世纪城,西安美意科技有限公司,10500.0,本科,1-3年,SQL分布式技术服务器配置微服务架构容器技术
2041,Java,西安·未央区·辛家庙,诺达通,23571.0,本科,10年以上,网络协议后端开发MySQLRedisSocket技术
2042,Java,西安·新城区·建工路,医个朋友,7500.0,大专,3-5年,JavaRedisMySQLMongoDB
2043,Java,西安·新城区·长乐西路,西安百胜运筹,10500.0,本科,1-3年,CSSSpringHibernateSQLSQL ServerPHP
2044,Java,西安·雁塔区·科技路西口,长源信和,7500.0,本科,3-5年,Java
2045,Java,西安·长安区·三森,浩泉汇网络科技,12500.0,本科,3-5年,后端开发JavaJavaScriptSQLHTMLCSS
2046,Java,西安·雁塔区·高新软件园,善思乐学教育咨询...,10000.0,本科,1-3年,SQLHTMLCSS
2047,Java,西安·未央区·文景路,景安云创电子,7000.0,本科,1-3年,数据结构文件管理系统负载均衡技术MVC开发
2048,Java,西安·雁塔区·曲江新区,西安华英科技,6500.0,本科,3-5年,JavaJavaScriptMySQLSQL Server
2049,Java,西安·未央区·辛家庙,查阿数智,12500.0,本科,5-10年,SQL服务器配置网络协议SpringBootOracle
2050,Java,西安·雁塔区·绿地世纪城,奇安信集团,18000.0,本科,3-5年,Java微服务架构SpringCloudPostgreSQL
2051,Java,西安·雁塔区·高新软件园,软通动力,11500.0,本科,1-3年,JavaHTML/CSSJavascript
2052,Java,西安·雁塔区·绿地世纪城,西安汉德,10714.0,本科,5-10年,解决方案Java系统架构
2053,Java,西安·雁塔区·建工路,天宇星控,9857.0,本科,3-5年,多线程微服务架构LinuxSpringBootSpringCloud
2054,Java,西安·雁塔区·高新软件园,中软国际,12500.0,本科,3-5年,LinuxJava
2055,Java,西安·未央区·未央路沿线,点光,9500.0,学历不限,3-5年,JavaSpringMyBatis计算机/软件工程相关经验
2056,Java,西安·雁塔区·徐家庄,军地联合,15000.0,本科,5-10年,Java系统架构移动开发
2057,Java,西安·碑林区·东大街,锦润科技,19500.0,本科,3-5年,分布式技术容器技术SpringBootSpringCloudMySQL
2058,Java,西安·雁塔区·高新路,梦创双杨,8000.0,本科,1-3年,服务器端开发WEB开发SpringMVCSpringIDEA
2059,Java,西安·雁塔区·科技路西口,北京易联达,16500.0,本科,5-10年,后端开发SpringSpringBootSpringCloud
2060,Java,西安·碑林区·交大,中恒博瑞,10714.0,本科,3-5年,Java分布式技术服务器配置SpringMySQLRedis
2061,Java,西安·雁塔区·高新软件园,臻观智能,9500.0,本科,1-3年,Java分布式技术软件工程师PostgreSQL大数据
2062,Java,西安·未央区·经济技术开发区,长安银科,14142.0,本科,3-5年,数据库后端开发数据采集
2063,Java,西安·雁塔区·科技二路,坚果未来,9500.0,大专,经验不限,后端开发SpringBootMySQLRedisOracle
2064,Java,西安·长安区·高新软件园,华为终端有限公司,15428.0,本科,经验不限,Java开发经验JavaC/C++JavaScript后端工程师
2065,Java,西安·雁塔区·绿地世纪城,西安数柏,12500.0,本科,5-10年,Java系统架构企业软件
2066,Java,西安·碑林区·太乙路,伟鹏智能,9857.0,大专,5-10年,JavaJavascript数据库
2067,Java,西安·雁塔区·玫瑰大楼,东雅科技,12500.0,学历不限,3-5年,Java
2068,Java,西安·灞桥区·田洪正街,恩科机电,10000.0,大专,1-3年,SQL软件工程师后端开发
2069,Java,西安·碑林区·李家街村,西科节能,10714.0,本科,3-5年,LinuxSpringBootIDEAPostgreSQLMySQL物联网
2070,Java,西安·雁塔区·枫林绿洲,西安新知觉网络科技,14500.0,本科,3-5年,后端工程师全栈工程师架构师JavaMySQLRedis
2071,Java,西安·雁塔区·绿地世纪城,西安林海网络,10000.0,大专,经验不限,Java后端工程师后端开发
2072,java,西安·雁塔区·朱雀大街,锂煜,11500.0,大专,3-5年,Java后端开发
2073,Java,西安·雁塔区·沣惠南路,西安壹零,8500.0,本科,1-3年,Java大数据处理经验SpringCloudSpringMVC
2074,Java,西安·雁塔区·高新路,创云图,9500.0,大专,1-3年,SpringBootSpringSpringMVCHibernateEclipseSVN
2075,Java,西安·雁塔区·高新软件园,西安曲江新区八龟...,19285.0,大专,5-10年,分布式技术多线程微服务架构SpringHibernate
2076,Java 后端工程师,西安·雁塔区·高新软件园,华为,25714.0,本科,3-5年,Java分布式系统开发经验后端工程师无留学背景偏好
2077,JAVA 工程师,西安·雁塔区·高新软件园,北京瑞风协同,12500.0,本科,3-5年,全栈工程师MySQL分布式技术SpringMVCHTML
2078,JAVA 高级工程师,西安·雁塔区·高新软件园,格尔软件,16500.0,本科,3-5年,分布式技术微服务架构SpringNetty
2079,JAVA 中级开发工程师,西安·雁塔区·丈八,合智网络,15500.0,大专,3-5年,Java后端开发HTMLCSS
2080,java web中级开发工程师,西安·雁塔区·高新软件园,优炫软件,10500.0,本科,3-5年,CSSMVC开发服务器配置网络协议SpringHibernate
2081,AI开发平台工程师 java,西安·雁塔区·丈八,西安华为,17142.0,本科,经验不限,Python人工智能Java容器技术SpringBoot
2082,Java,西安·雁塔区·高新软件园,华为技术有限公司,12500.0,本科,1-3年,JavaC/C++Python
2083,Java,西安·雁塔区·沣惠南路,诸子信息,12500.0,本科,3-5年,JavaWeb前端系统架构
2084,Java,西安,华为技术有限公司,20000.0,本科,1-3年,JavaPythonShell
2085,Java,西安·雁塔区·高新软件园,西安华为云计算公司,15500.0,本科,1-3年,JavaJavaScriptPython
2086,Java,西安·雁塔区·紫薇田园都市,上海华为技术有限公司,21428.0,本科,经验不限,后端工程师全栈工程师JavaC/C++Python
2087,Java,西安·长安区·紫薇田园都市,华为科技有限公司,22500.0,本科,1-3年,Java开发经验JavaRedis后端工程师Spring
2088,java,西安·雁塔区·绿地世纪城,上海贺讯,7000.0,大专,1-3年,Java开发经验PowerShellinfra
2089,Java,西安·雁塔区·唐延路南段,腾讯,19285.0,本科,3-5年,SpringRedisMySQL后端开发LinuxGIT
2090,Java,西安,卫宁健康,12857.0,本科,3-5年,全栈工程师多线程计算机软件互联网医疗SpringBoot
2091,Java,西安,奥枫软件,5500.0,大专,经验不限,AndroidC#Java
2092,Java,西安·雁塔区·丈八,华为,19285.0,本科,1-3年,JavaSpringPython
2093,Java,西安·雁塔区·文艺路,民生科技,30000.0,本科,5-10年,后端工程师全栈工程师架构师JavaSpringMySQL
2094,Java,西安·雁塔区·丈八,赋汇通,10500.0,大专,3-5年,SQLSpringBootMySQLRedis后端开发
2095,Java,西安·雁塔区·绿地世纪城,阿里巴巴集团,22500.0,本科,1-3年,SpringMVCSpring后端开发高级软件工程师
2096,Java,西安·灞桥区,新亿浩,5500.0,本科,3-5年,Java后端开发前端开发
2097,Java,西安·雁塔区·高新路,梦创双杨,10500.0,本科,3-5年,MVC开发中级软件工程师后端开发SpringBootSpring
2098,Java,西安·雁塔区·三森,维萨里数字科技,17500.0,本科,5-10年,SQL微服务架构SpringCloudNoSQLMySQL
2099,Java 软件开发工程师,西安·雁塔区·高新软件园,华为,17142.0,本科,3-5年,Java开发经验Java分布式系统开发经验MyBatis
2100,Java / 大数据开发,西安·雁塔区·高新软件园,华为,19285.0,本科,3-5年,MVC开发分布式技术容器技术微服务架构Spring
2101,Java,西安·雁塔区·高新软件园,西安华为云计算公司,22500.0,本科,1-3年,后端工程师JavaMySQL计算机/软件工程相关经验
2102,Java,西安·雁塔区·高新软件园,华为技术有限公司,19285.0,本科,经验不限,JavaMVC开发服务器配置网络协议Socket技术
2103,Java,西安·雁塔区·高新软件园,华为,17142.0,本科,经验不限,Android
2104,Java,西安·雁塔区·科技路西口,上海华为技术有限公司,22500.0,本科,3-5年,Java开发经验Java分布式系统开发经验MyBatis
2105,Java,西安,卫宁健康,16714.0,本科,5-10年,SSMSpringBoot全栈开发架构师高级软件工程师
2106,Java,西安·雁塔区·高新软件园,华为,20571.0,本科,3-5年,后端工程师JavaJavaScriptPythonJava开发经验
2107,Java,西安·雁塔区·高新软件园,华为科技有限公司,16500.0,本科,1-3年,Java计算机/软件工程相关经验Java开发经验
2108,java,西安·雁塔区·绿地世纪城,上海贺讯,7000.0,大专,1-3年,Java
2109,Java 高级开发工程师,西安·雁塔区·高新软件园,华为,37500.0,本科,1-3年,后端工程师JavaC/C++JavaScript
2110,JAVA 开发工程师,西安·雁塔区·高新软件园,华为,12500.0,本科,经验不限,JavaJavaScriptSpring
2111,Java,西安·雁塔区·电子城,华为,13000.0,本科,1-3年,JavaJavascriptC/C++
2112,Java,西安·雁塔区·高新软件园,西安华为云计算公司,15500.0,本科,经验不限,MySQL
2113,Java,西安·雁塔区·高新软件园,华为技术有限公司,45000.0,本科,3-5年,Java开发经验全栈工程师Java分布式系统开发经验
2114,Java,西安·雁塔区·紫薇田园都市,上海华为技术有限公司,21428.0,本科,经验不限,后端工程师全栈工程师JavaC/C++Python
2115,Java 开发工程师,西安·雁塔区·高新软件园,华为,21000.0,本科,1-3年,Java
2116,软件开发工程师（ java ),西安·雁塔区·高新软件园,华为技术有限公司,22500.0,本科,1-3年,JavaSpringJavaScript计算机/软件工程相关经验
2117,Java,西安·长安区·高新软件园,华为云计算,20500.0,本科,经验不限,JavaSpringPython
2118,Java,西安·雁塔区·高新软件园,华为技术有限公司,14142.0,本科,经验不限,人工智能软件工程师视觉图像算法互联网 Java
2119,Java,西安·雁塔区,华为技术有限公司,19500.0,本科,经验不限,C/C++JavaJavascript
2120,JAVA 高级软件开发工程师,西安·雁塔区·高新软件园,华为,30000.0,本科,3-5年,HadoopJava数据库
2121,软件开发工程师（ java ),西安·雁塔区·高新软件园,华为,19285.0,本科,1-3年,Java开发经验JavaMyBatis后端工程师Spring
2122,Java,西安·雁塔区·高新软件园,西安华为云计算公司,18428.0,本科,经验不限,后端工程师Java计算机/软件工程相关经验Java开发经验
2123,Java,西安·雁塔区·高新软件园,华为技术有限公司,14142.0,本科,经验不限,计算机软件多进程算法基础SpringBootSpringRedis
2124,Java,西安·雁塔区·高新软件园,华为,15000.0,本科,1-3年,JavaJavaScriptSQLC#多线程分布式技术
2125,Java 开发工程师-OD,西安·雁塔区·高新软件园,CloudBU,22500.0,本科,1-3年,JavaRedisMongoDB
2126,Java,西安·雁塔区·高新软件园,华为,23500.0,本科,3-5年,JavaPythonShell微服务架构容器技术Spring
2127,Java,西安·雁塔区·高新软件园,华为云计算,10714.0,本科,1-3年,后端工程师全栈工程师JavaPythonMySQL
2128,Java,西安·雁塔区,华为技术有限公司,17500.0,本科,5-10年,数据库JavaWeb前端
2129,java 初级开发工程师,西安·雁塔区·高新软件园,华为技术有限公司,14142.0,本科,经验不限,消息队列数据结构多线程NoSQL
2130,Java,西安·雁塔区·高新软件园,西安华为,38571.0,硕士,3-5年,架构师云计算JavaSpring
2131,Java,西安·雁塔区·高新软件园,西安华为云计算公司,22500.0,本科,3-5年,Java开发经验Java大数据处理经验后端工程师
2132,Java,西安·雁塔区·绿地世纪城,华为,15428.0,本科,经验不限,数据库后端开发Java
2133,工作地南京 | OD模式 | Java,西安·长安区·韦曲,华为技术有限公司,22500.0,本科,经验不限,分布式技术JavaSpring微服务架构负载均衡技术
2134,Java,西安·雁塔区·高新软件园,华为,18000.0,本科,1-3年,软件工程师智能驾驶Java分布式技术容器技术
2135,Java,西安·长安区·高新软件园,华为云计算,17142.0,本科,1-3年,多线程分布式技术MVC开发后端开发
2136,软件开发工程师 ( java ),西安·雁塔区·高新软件园,华为技术有限公司,19285.0,本科,3-5年,后端工程师JavaRedis计算机/软件工程相关经验
2137,Java,西安·雁塔区·高新软件园,华为,15500.0,本科,1-3年,JavaSpringMySQL计算机/软件工程相关经验
2138,Java,西安,西安华为云计算公司,17142.0,本科,1-3年,微服务架构SpringBootSpringCloudMySQLRedis
2139,python / java / c++ 软件开发工程师（OD）,西安·雁塔区·高新软件园,CloudBU,19285.0,本科,经验不限,PythonMySQL微服务架构SpringBootDubbo
2140,Java,西安·雁塔区·高新软件园,华为,17500.0,本科,1-3年,Java软件工程师计算机软件大数据分布式技术
2141,Java,西安·雁塔区·高新软件园,华为云计算,16285.0,本科,经验不限,后端工程师全栈工程师架构师JavaC/C++Python
2142,Java,西安·雁塔区·高新软件园,华为技术有限公司,15500.0,本科,3-5年,Java
2143,Java,西安·雁塔区·高新软件园,华为,17500.0,本科,1-3年,GIT多线程分布式技术SpringMySQL
2144,Java,西安·雁塔区·高新软件园,华为云计算,16285.0,本科,经验不限,后端工程师全栈工程师架构师JavaC/C++Python
2145,Java,西安·雁塔区·高新软件园,华为,30000.0,本科,5-10年,JavaSpring计算机/软件工程相关经验Java开发经验
2146,Java,西安·雁塔区·丈八,西安华为,22500.0,本科,1-3年,JavaJavaScriptPythonShell微服务架构容器技术
2147,java,西安·雁塔区·高新软件园,西安华为云计算公司,16285.0,本科,1-3年,后端工程师Java
2148,Java,西安·雁塔区·丈八,深圳华为,18000.0,本科,3-5年,JavaC/C++Python
2149,Java,西安·雁塔区·高新软件园,西安华为,19500.0,本科,经验不限,JavaJavaScript人工智能C语言HTML
2150,Java,西安·雁塔区·高新软件园,华为,22500.0,本科,3-5年,Java开发经验JavaMyBatis后端工程师Spring
2151,Java,西安·雁塔区·高新软件园,华为,30000.0,本科,1-3年,JavaSpringMyBatis计算机/软件工程相关经验
2152,Java,西安·雁塔区·高新软件园,华为技术有限公司,21428.0,本科,3-5年,后端工程师JavaSpringMyBatis
2153,Java,西安·雁塔区·丈八,西安华为,12857.0,本科,1-3年,JavaC/C++JavaScript计算机/软件工程相关经验
2154,Java,西安·雁塔区·高新软件园,华为,22500.0,本科,经验不限,后端开发
2155,Java,西安·雁塔区·高新软件园,西安华为,47142.0,本科,3-5年,架构师后端开发高级软件工程师GIT计算机软件
2156,Java,西安·雁塔区·高新软件园,华为技术有限公司,19285.0,本科,3-5年,Java全栈工程师SpringCloud软件工程师SpringBoot
2157,Java,西安·雁塔区·高新软件园,华为,21000.0,本科,1年以内,多线程SQLSpringSpringMVC
2158,Java,西安·雁塔区·高新软件园,华为,19285.0,本科,5-10年,Java
2159,Java,西安·雁塔区·高新软件园,华为,18500.0,本科,1-3年,Java微服务架构多线程计算机软件大数据
2160,Java,西安·雁塔区·高新软件园,华为,6750.0,本科,0-1年,分布式技术多进程网络编程后端开发WEB开发
2161,Java,西安·雁塔区·高新软件园,华为,15000.0,本科,3-5年,Java服务器配置分布式技术SpringBoot后端工程师
2162,Java,西安·雁塔区·高新软件园,华为,17500.0,本科,1-3年,软件工程师高级软件工程师中级软件工程师
2163,Java,西安·长安区·高新软件园,华为,18500.0,本科,经验不限,Java开发经验JavaC/C++全栈工程师ShellGIT
2164,Java,西安·长安区·高新软件园,华为,15000.0,本科,1-3年,Java分布式技术计算机软件云计算SpringMySQL
2165,Java,西安·长安区·高新软件园,华为,19285.0,本科,1-3年,JavaSpringC/C++
2166,Java,西安·雁塔区·高新软件园,华为技术有限公司,22500.0,本科,经验不限,服务器端开发微服务架构中级软件工程师软件工程师
2167,Java,西安·雁塔区·高新软件园,华为,16714.0,本科,1-3年,SQLHTMLCSSSSH全栈开发WEB开发Windows
2168,Java,西安·雁塔区·高新软件园,华为,30000.0,本科,1-3年,后端工程师JavaSpringMyBatis
2169,Java,西安·雁塔区·高新软件园,西安华为,19500.0,本科,5-10年,JavaJavaScriptShellSpringHibernateMVC开发
2170,Java,西安·雁塔区·高新软件园,华为,30000.0,本科,经验不限,后端工程师JavaSpringMyBatis
2171,Java,西安·雁塔区·高新软件园,西安华为云计算技术,23000.0,本科,1-3年,Java开发经验Java后端工程师计算机/软件工程相关经验
2172,Java,西安·雁塔区·高新软件园,华为技术有限公司,37500.0,本科,3-5年,后端工程师全栈工程师架构师JavaC/C++
2173,Java,西安·雁塔区·高新软件园,华为,15000.0,本科,1-3年,后端开发JDK
2174,Java,西安·雁塔区·高新软件园,华为,15428.0,本科,经验不限,PythonShell分布式技术数据结构MySQL
2175,Java,西安·雁塔区·高新软件园,华为,18000.0,本科,1-3年,JavaSQL分布式技术容器技术SpringHadoop
2176,Java,西安·雁塔区·高新软件园,华为技术有限公司,13714.0,本科,3-5年,多线程PythonShellSQL负载均衡技术
2177,Java,西安·雁塔区·高新软件园,华为,22500.0,本科,3-5年,Java分布式技术MVC开发RedisOracleHBase
2178,Java,西安·雁塔区·高新软件园,CloudBU,18000.0,本科,3-5年,后端工程师JavaSpringMyBatis
2179,Java,西安·雁塔区·高新软件园,西安华为,37500.0,本科,3-5年,后端工程师JavaSpringMyBatis
2180,Java,西安·雁塔区·高新软件园,华为技术有限公司,32500.0,本科,5-10年,JavaSpringMyBatisJava开发经验
2181,java,西安·雁塔区·鱼化寨,西安华为,18000.0,本科,经验不限,全栈工程师架构师后端工程师Java微服务
2182,Java,西安·雁塔区·紫薇田园都市,华为技术有限公司,25714.0,本科,1-3年,后端工程师架构师Java计算机/软件工程相关经验
2183,Java,西安·雁塔区·高新软件园,华为,22500.0,本科,经验不限,微服务架构LinuxMVC开发Socket技术网络交换技术
2184,Java,西安·雁塔区·高新软件园,华为技术有限公司,24000.0,本科,1-3年,Linux大数据JavaSQLDubboHibernate容器技术
2185,Java,西安·长安区·紫薇田园都市,华为,20500.0,本科,3-5年,后端工程师JavaSpringMySQL
2186,Java,西安·雁塔区·高新软件园,华为,30000.0,本科,经验不限,后端工程师全栈工程师架构师JavaJavaScript
2187,Java,西安·雁塔区·丈八,华为,21000.0,本科,1-3年,JavaC语言
2188,Java,西安·雁塔区·高新软件园,华为,27500.0,本科,3-5年,JavaPython计算机/软件工程相关经验
2189,Java,西安·雁塔区·高新软件园,华为,17571.0,本科,3-5年,SQLSpringBootSpringCloudIDEAMySQLRedis
2190,Java,西安·雁塔区·高新软件园,华为技术有限公司,12500.0,本科,1-3年,JavaJavaScript
2191,Java,西安·雁塔区·绿地世纪城,西安华为,16000.0,本科,3-5年,JavaPythonSpringMybatisSpringBootRedis
2192,Java,西安·雁塔区·紫薇田园都市,华为技术有限公司,17142.0,本科,3-5年,Java
2193,工作名,地址,公司,7500.0,学历不限,学历要求,技术要求
2194,Java 开发,苏州·虎丘区·木渎东区,云学堂,11500.0,学历不限,经验不限,Java后端开发数据库
2195,Java TL,苏州·苏州工业园区·独墅湖,慧盾安全,20000.0,本科,3-5年,Java团队管理经验代码重构
2196,java 开发,苏州,极客营,13285.0,本科,1-3年,分布式技术SpringSpringMVCMySQLRedis
2197,Java 工程师,苏州·苏州工业园区·娄葑,穿山甲机器人,16000.0,本科,3-5年,Java开发经验
2198,Java 工程师,苏州·苏州工业园区·湖东,江苏常熟农村商业...,6857.0,本科,1-3年,后端工程师JavaSpringMyBatis
2199,Senior Java Developer,苏州·苏州工业园区·湖东,诺仕科技,17142.0,本科,5-10年,Java
2200,Java Engineer,苏州·苏州工业园区·独墅湖,苏州超集信息,11142.0,大专,1-3年,全栈工程师Java需求分析后端开发
2201,java 开发,苏州·常熟市·东南开发区,标新力亿,12500.0,大专,1-3年,Java分布式技术IT项目管理容器技术SpringMySQL
2202,Java Dev Engineer(Security),苏州·苏州工业园区·湖东,西门子研究院,22500.0,硕士,1-3年,后端开发JavaJavascript
2203,Java 开发工程师,苏州·虎丘区·高新区,中移,25000.0,本科,3-5年,后端工程师JavaSpringMySQL
2204,Java 开发工程师,苏州·苏州工业园区·独墅湖,艾瑞高软件,11571.0,本科,3-5年,JavaJavaScriptHTMLCSSSpringHibernate
2205,Senior Java Developer,苏州·苏州工业园区·独墅湖,EIS Group,15000.0,本科,3-5年,SQLSpringHibernateOracleMaven
2206,JAVA 开发工程师,苏州·常熟市·支塘镇,江苏易云科技,14500.0,大专,5-10年,ERPCRMscm
2207,Java 开发工程师,苏州·常熟市·东南开发区,苏州数加物联,7500.0,本科,1-3年,JavaHTML5数据库
2208,java 高级开发工程师,苏州·苏州工业园区·车坊,同程旅行,17142.0,本科,3-5年,后端工程师全栈工程师架构师SpringMySQLJava
2209,Java 架构师,苏州·吴中区·独墅湖,观安信息,32500.0,本科,10年以上,数据结构架构师大数据
2210,Java 架构师,苏州·苏州工业园区·独墅湖,华为,32500.0,本科,5-10年,分布式技术架构师
2211,Java Web开发工程师,苏州·昆山市·玉山,立臻科技,18000.0,大专,3-5年,Java开发经验JavaRedis后端工程师Spring
2212,Java 开发工程师(苏州),苏州·苏州工业园区·独墅湖,华为,19500.0,本科,1-3年,SQL分布式技术消息队列多线程SpringMySQL
2213,JAVA 高级软件工程师,苏州·苏州工业园区·东沙湖,揽华医疗,8000.0,本科,3-5年,GITIDEASVNEclipse
2214,angular Java 开发工程师,苏州·相城区·元和,苏州沃利斯,6500.0,本科,1-3年,JavaMySQL
2215,java 游戏服务端开发工程师,苏州·苏州工业园区·独墅湖,友谊时光,18000.0,大专,3-5年,Java
2216,天猫超市产品技术部 Java p6/p7,苏州·虎丘区·科技城,浙江天猫技术有限公司,30000.0,本科,3-5年,JavaSQLSocket技术MySQL后端开发Linux
2217,Java,苏州·吴中区·苏苑,小优智能科技,22500.0,硕士,1-3年,图形图像处理
2218,Java,苏州,川普,7500.0,本科,1-3年,Java后端开发HTML5
2219,Java,苏州·吴中区·越溪,瀚之裕,6428.0,大专,1年以内,后端开发SpringSpringMVCHibernateOracle
2220,Java,苏州,蛙眼企服,12500.0,本科,1-3年,JavaSQLMVC开发多线程SpringMySQLRedis
2221,Java,苏州·张家港市·杨舍镇,碳峰科技,5000.0,大专,1年以内,HTMLSQLSpringSpringBootSpringMVC全栈开发
2222,Java,苏州·相城区·蠡口家具城,CET,6000.0,本科,1-3年,HTML/CSSJavaJS
2223,Java,苏州·姑苏区·三香路沿线,良策鑫业会计服务,15500.0,硕士,3-5年,后端工程师Java
2224,JAVA,苏州·相城区·陆慕,苏州南极光,6428.0,大专,经验不限,Java
2225,Java,苏州·虎丘区·科技城,安硕信息技术,12500.0,本科,1-3年,微服务架构分布式技术SpringBootSpringCloudOracle
2226,Java,苏州·相城区·开发区,万禾科技,15000.0,学历不限,5-10年,系统架构后端开发Java
2227,java,苏州·苏州工业园区·苏州中心商场,帕泰思,19285.0,本科,3-5年,后端工程师JavaSpringMyBatis
2228,Java,苏州·苏州工业园区·独墅湖,华为,15500.0,本科,1-3年,全栈工程师Java
2229,Java,苏州·虎丘区·狮山,帕米尔,10500.0,大专,经验不限,后端工程师JavaMySQLJava开发经验SpringCloud
2230,Java,苏州·昆山市·花桥,阿里巴巴集团,30000.0,本科,3-5年,Java后端开发
2231,Java,苏州·太仓市·太仓,苏州零壹极,10000.0,大专,1-3年,Java开发经验全栈工程师ShellLinux微服务架构
2232,Java,苏州·吴中区,智享爱盖亚科技,4000.0,本科,1-3年,全栈
2233,Java,苏州·张家港市·杨舍镇,多米亿,10500.0,本科,3-5年,Java后端开发Javascript
2234,Java,苏州·苏州工业园区·白塘,苏州园区测绘,13714.0,硕士,1-3年,微服务架构SpringCloudNettyMySQLPostgreSQL
2235,Java,苏州·苏州工业园区·独墅湖,艺龙酒店科技,16000.0,本科,3-5年,分布式技术SpringNoSQLMySQL后端开发
2236,Java,苏州·吴中区·木渎,苏州汇诚智通科技...,9428.0,本科,1-3年,OracleSQL ServerHibernateSpringAndroid
2237,Java,苏州·相城区·蠡口家具城,区盟链,15000.0,本科,1-3年,SQLSpringSpringMVCSpringBootMySQL
2238,Java,苏州·苏州工业园区·独墅湖,银狐,8142.0,本科,1-3年,SQLMVC开发SpringMySQL后端开发SpringMVC
2239,Java,苏州·相城区·元和,兆科信息,11500.0,本科,3-5年,Java
2240,Java,苏州·苏州工业园区·独墅湖,费舍尔,15500.0,本科,1-3年,Python
2241,Java,苏州·张家港市·杨舍镇,江苏远大,12500.0,硕士,3-5年,JavaScriptSQLHTMLCSSMVC开发Spring
2242,Java,苏州·昆山市·世茂,东方棱镜科技,6000.0,本科,1-3年,JavaSpringJavaScriptSSHMySQL后端开发
2243,Java,苏州·昆山市·玉山,奔雷云,12500.0,大专,1-3年,微服务架构SSMMySQLRedisSQL
2244,Java,苏州·苏州工业园区·苏州中心商场,京东集团,25714.0,本科,经验不限,Java分布式技术微服务架构消息队列Spring
2245,Java,苏州·苏州工业园区·独墅湖,沃德肯,17500.0,大专,5-10年,SQL分布式技术消息队列SpringCloud
2246,Java,苏州·虎丘区·木渎,诺赛科技,10000.0,本科,1-3年,后端开发数据库Java
2247,Java,苏州·苏州工业园区·湖东,苏州组飞网络科技...,8500.0,本科,1-3年,PythonPHPLinuxWindowsIDEAEclipseMySQL
2248,Java,苏州·苏州工业园区·独墅湖,苏州骆驼网络,7285.0,本科,1-3年,CSSSQL分布式技术WEB开发SpringMaven
2249,Java,苏州·苏州工业园区·玲珑,友达智汇智能制造,7285.0,本科,1-3年,SpringBootSSMMySQLOracleRedisSQL Server
2250,Java,苏州·苏州工业园区·月亮湾,上元教育,15000.0,本科,1-3年,SQLMVC开发高级软件工程师后端开发WEB开发
2251,Java,苏州·苏州工业园区·车坊,虎鲸数字,13714.0,大专,3-5年,后端工程师Java中大型项目架构设计经验
2252,Java,苏州·虎丘区·狮山,苏州飞豆科技有限公司,64285.0,本科,3-5年,CSSSQL算法基础架构师高级软件工程师后端开发
2253,Java,苏州·吴中区·车坊,农信,10714.0,本科,3-5年,HTMLMVC开发SpringSSMRedisOracle
2254,Java,苏州·吴中区·独墅湖,云贝支付,15000.0,本科,经验不限,后端开发前端开发移动开发
2255,Java,苏州·虎丘区·狮山,云企商,19000.0,本科,5-10年,肢体残疾后端开发肢体残疾无限制
2256,Java,苏州·苏州工业园区·湖东,和数,20000.0,学历不限,经验不限,服务器端开发分布式技术负载均衡技术流媒体技术
2257,Java,苏州·吴中区·城南,苏州梦玩网络科技,15500.0,本科,5-10年,Java
2258,Java,苏州·苏州工业园区·独墅湖,馨璞信息,12500.0,大专,5-10年,全栈工程师中大型项目架构设计经验架构师Redis
2259,java,苏州·吴中区·横泾,中软国际,12000.0,本科,3-5年,Spring Boot
2260,Java,苏州·相城区·元和,华阳特安,10500.0,本科,3-5年,Java
2261,Java,苏州·昆山市·玉山,苏州颛华信息科技...,6428.0,本科,1-3年,软件工程师WindowsSpringMVCIDEAWEB开发
2262,java,苏州·昆山市·玉山,其然软件,4650.0,本科,0-1年,后端工程师JavaJava开发经验
2263,Java,苏州·虎丘区·科技城,盈创星空,9500.0,大专,1-3年,服务器配置MVC开发OracleNoSQLMongoDB
2264,Java,苏州·昆山市·玉山,昆山开发区启玉贸...,19285.0,本科,3-5年,后端工程师架构师JavaSpringMyBatis
